"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"ENSUMAG00000016743"," BCKDHB","ENSUMAG00000016743",103657422,"protein_coding","Polar bear","KK498536.1",14.037432,"branched chain keto acid dehydrogenase E1 subunit beta [Source:NCBI gene;Acc:103657422]",39.06,4,211218,1165,1354,17,177,10
"ENSUMAG00000020026"," PRMT3","ENSUMAG00000020026",103659387,"protein_coding","Polar bear","KK498561.1",14.101377,"protein arginine methyltransferase 3 [Source:NCBI gene;Acc:103659387]",35.56,7,141131,1502,1696,128,853,16
"ENSUMAG00000012431"," VAV3","ENSUMAG00000012431",103675192,"protein_coding","Polar bear","KK498686.1",14.147769,"vav guanine nucleotide exchange factor 3 [Source:NCBI gene;Acc:103675192]",39.39,1,338081,2349,4694,102,2243,27
"ENSUMAG00000012390"," STAMBPL1","ENSUMAG00000012390",103661930,"protein_coding","Polar bear","KK498582.1",14.198077,"STAM binding protein like 1 [Source:NCBI gene;Acc:103661930]",45.2,1,20936,1311,1667,89,267,10
"ENSUMAG00000018779"," SERPINB1","ENSUMAG00000018779",103664973,"protein_coding","Polar bear","KK498605.1",14.265633,"serpin family B member 1 [Source:NCBI gene;Acc:103664973]",43.57,1,7794,1137,2090,8,945,6
"ENSUMAG00000009017"," RAB3C","ENSUMAG00000009017",103663658,"protein_coding","Polar bear","KK498597.1",14.42274,"RAB3C, member RAS oncogene family [Source:NCBI gene;Acc:103663658]",40.4,1,247450,660,660,NA,NA,4
"ENSUMAG00000019985"," SLC9C2","ENSUMAG00000019985",103669264,"protein_coding","Polar bear","KK498516.1",14.433381,"solute carrier family 9 member C2 (putative) [Source:NCBI gene;Acc:103669264]",38.56,1,93203,3339,3339,NA,NA,26
"ENSUMAG00000012476"," ","ENSUMAG00000012476",103675194,"protein_coding","Polar bear","KK498686.1",14.721602,"calcium-binding mitochondrial carrier protein SCaMC-1-like [Source:NCBI gene;Acc:103675194]",38.25,3,59172,1255,1255,NA,NA,10
"ENSUMAG00000013614"," TNRC6C","ENSUMAG00000013614",103665781,"protein_coding","Polar bear","KK498611.1",14.775364,"trinucleotide repeat containing adaptor 6C [Source:NCBI gene;Acc:103665781]",46.77,2,78176,5674,5674,NA,NA,20
"ENSUMAG00000018823"," GMDS","ENSUMAG00000018823",103664975,"protein_coding","Polar bear","KK498605.1",14.776096,"GDP-mannose 4,6-dehydratase [Source:NCBI gene;Acc:103664975]",38.08,2,515276,1122,1155,30,3,10
"ENSUMAG00000016009"," EPSTI1","ENSUMAG00000016009",103677675,"protein_coding","Polar bear","KK498739.1",14.943395,"epithelial stromal interaction 1 [Source:NCBI gene;Acc:103677675]",38.61,3,83387,815,981,499,NA,11
"ENSUMAG00000016026"," DNAJC15","ENSUMAG00000016026",103677678,"protein_coding","Polar bear","KK498739.1",15.053528,"DnaJ heat shock protein family (Hsp40) member C15 [Source:NCBI gene;Acc:103677678]",36.6,1,79900,477,774,167,130,6
"ENSUMAG00000013761"," PGS1","ENSUMAG00000013761",NA,"protein_coding","Polar bear","KK498611.1",15.067161,"phosphatidylglycerophosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:30029]",59.95,3,28490,1117,3540,436,1987,8
"ENSUMAG00000014148"," CYTH1","ENSUMAG00000014148",103665788,"protein_coding","Polar bear","KK498611.1",15.216684,"cytohesin 1 [Source:NCBI gene;Acc:103665788]",53.43,1,40302,1203,2563,360,1000,13
"ENSUMAG00000016041"," ENOX1","ENSUMAG00000016041",103677680,"protein_coding","Polar bear","KK498739.1",15.253475,"ecto-NOX disulfide-thiol exchanger 1 [Source:NCBI gene;Acc:103677680]",44.19,1,202719,1887,1887,NA,NA,15
"ENSUMAG00000024313"," TLN2","ENSUMAG00000024313",103676817,"protein_coding","Polar bear","KK498720.1",15.255746,"talin 2 [Source:NCBI gene;Acc:103676817]",45.61,10,191927,7340,7340,NA,NA,54
"ENSUMAG00000012229"," ","ENSUMAG00000012229",103664172,"protein_coding","Polar bear","KK498598.1",15.901137,"adenylate cyclase type 10-like [Source:NCBI gene;Acc:103664172]",41.59,1,26156,3279,3442,NA,163,20
"ENSUMAG00000001019"," RIMS3","ENSUMAG00000001019",103670929,"protein_coding","Polar bear","KK498648.1",16.032346,"regulating synaptic membrane exocytosis 3 [Source:NCBI gene;Acc:103670929]",54.97,1,23038,954,2185,116,1000,7
"ENSUMAG00000001740"," SKAP2","ENSUMAG00000001740",103658914,"protein_coding","Polar bear","KK498552.1",16.110128,"src kinase associated phosphoprotein 2 [Source:NCBI gene;Acc:103658914]",37.47,1,164151,1080,2088,182,413,13
"ENSUMAG00000004627"," SPATA5","ENSUMAG00000004627",103661810,"protein_coding","Polar bear","KK498581.1",16.248792,"spermatogenesis associated 5 [Source:NCBI gene;Acc:103661810]",36.03,1,318232,2682,3330,52,596,16
"ENSUMAG00000018316"," UBE3D","ENSUMAG00000018316",103657432,"protein_coding","Polar bear","KK498536.1",16.293747,"ubiquitin protein ligase E3D [Source:NCBI gene;Acc:103657432]",38.1,1,142841,1149,1387,238,NA,9
"ENSUMAG00000020340"," COP1","ENSUMAG00000020340",103668433,"protein_coding","Polar bear","KK498516.1",16.540023,"COP1 E3 ubiquitin ligase [Source:NCBI gene;Acc:103668433]",35.06,5,190586,1934,1934,NA,NA,21
"ENSUMAG00000015257"," RPTOR","ENSUMAG00000015257",103665983,"protein_coding","Polar bear","KK498611.1",16.556726,"regulatory associated protein of MTOR complex 1 [Source:NCBI gene;Acc:103665983]",53.09,1,328167,4236,5357,962,159,34
"ENSUMAG00000006826"," TSHR","ENSUMAG00000006826",103670618,"protein_coding","Polar bear","KK498517.1",16.563962,"thyroid stimulating hormone receptor [Source:NCBI gene;Acc:103670618]",38.81,1,154612,2271,2271,NA,NA,11
"ENSUMAG00000009149"," ANKRD55","ENSUMAG00000009149",103663668,"protein_coding","Polar bear","KK498597.1",16.62746,"ankyrin repeat domain 55 [Source:NCBI gene;Acc:103663668]",40.6,3,89682,1804,1804,NA,NA,11
"ENSUMAG00000012609"," RYR2","ENSUMAG00000012609",103662005,"protein_coding","Polar bear","KK498582.1",16.715711,"ryanodine receptor 2 [Source:NCBI gene;Acc:103662005]",38.48,4,527902,11820,11820,NA,NA,82
"ENSUMAG00000006887"," CEP128","ENSUMAG00000006887",103670626,"protein_coding","Polar bear","KK498517.1",16.7519,"centrosomal protein 128 [Source:NCBI gene;Acc:103670626]",35.81,2,356269,3297,3297,NA,NA,20
"ENSUMAG00000006553"," NEGR1","ENSUMAG00000006553",103663010,"protein_coding","Polar bear","KK498594.1",16.838581,"neuronal growth regulator 1 [Source:NCBI gene;Acc:103663010]",36.35,1,470981,945,1677,NA,732,6
"ENSUMAG00000020418"," PAPPA2","ENSUMAG00000020418",103668463,"protein_coding","Polar bear","KK498516.1",16.992286,"pappalysin 2 [Source:NCBI gene;Acc:103668463]",41.34,1,255411,5295,5295,NA,NA,22
"ENSUMAG00000009322"," PLPP1","ENSUMAG00000009322",103663676,"protein_coding","Polar bear","KK498597.1",17.170467,"phospholipid phosphatase 1 [Source:NCBI gene;Acc:103663676]",38.89,3,92499,837,2668,110,1721,6
"ENSUMAG00000013709"," PIFO","ENSUMAG00000013709",103675036,"protein_coding","Polar bear","KK498686.1",17.229344,"primary cilia formation [Source:NCBI gene;Acc:103675036]",44.12,3,32172,605,1200,28,567,6
"ENSUMAG00000006569"," PTGER3","ENSUMAG00000006569",NA,"protein_coding","Polar bear","KK498594.1",17.571912,"prostaglandin E receptor 3 [Source:HGNC Symbol;Acc:HGNC:9595]",38.71,3,39206,1096,1096,NA,NA,4
"ENSUMAG00000018602"," SRPK2","ENSUMAG00000018602",103674647,"protein_coding","Polar bear","KK498685.1",17.580618,"SRSF protein kinase 2 [Source:NCBI gene;Acc:103674647]",42.57,2,131976,2108,2108,NA,NA,16
"ENSUMAG00000006995"," ","ENSUMAG00000006995",103670645,"protein_coding","Polar bear","KK498517.1",17.642018,"neurexin 3 [Source:NCBI gene;Acc:103670645]",39.66,3,506354,1398,1398,NA,NA,6
"ENSUMAG00000008157"," ACSM1","ENSUMAG00000008157",103668661,"protein_coding","Polar bear","KK498627.1",17.738203,"acyl-CoA synthetase medium chain family member 1 [Source:NCBI gene;Acc:103668661]",41.38,2,48769,1713,2049,57,247,14
"ENSUMAG00000008023"," CA5A","ENSUMAG00000008023",103673842,"protein_coding","Polar bear","KK498677.1",17.78191,"carbonic anhydrase 5A [Source:NCBI gene;Acc:103673842]",58.51,6,26556,847,847,NA,NA,7
"ENSUMAG00000009197"," MMP8","ENSUMAG00000009197",103662456,"protein_coding","Polar bear","KK498590.1",17.783716,"matrix metallopeptidase 8 [Source:NCBI gene;Acc:103662456]",48.54,1,9726,1428,2437,156,853,10
"ENSUMAG00000010033"," JAKMIP2","ENSUMAG00000010033",103663685,"protein_coding","Polar bear","KK498597.1",18.027293,"janus kinase and microtubule interacting protein 2 [Source:NCBI gene;Acc:103663685]",39.46,1,54255,2448,2448,NA,NA,19
"ENSUMAG00000017748"," ","ENSUMAG00000017748",103665838,"protein_coding","Polar bear","KK498611.1",18.102591,"forkhead box K2 [Source:NCBI gene;Acc:103665838]",48.92,1,14144,1044,1192,148,NA,7
"ENSUMAG00000021467"," FBXO42","ENSUMAG00000021467",103666619,"protein_coding","Polar bear","KK498615.1",18.130607,"F-box protein 42 [Source:NCBI gene;Acc:103666619]",42.84,1,40629,2154,2236,82,NA,9
"ENSUMAG00000013946"," CTTNBP2NL","ENSUMAG00000013946",103675050,"protein_coding","Polar bear","KK498686.1",18.150762,"CTTNBP2 N-terminal like [Source:NCBI gene;Acc:103675050]",40.92,1,35268,1917,2054,68,NA,5
"ENSUMAG00000020512"," RASAL2","ENSUMAG00000020512",103668492,"protein_coding","Polar bear","KK498516.1",18.397283,"RAS protein activator like 2 [Source:NCBI gene;Acc:103668492]",36.88,4,336129,3894,4164,270,NA,17
"ENSUMAG00000007057"," NRXN3","ENSUMAG00000007057",NA,"protein_coding","Polar bear","KK498517.1",18.41293,"neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]",41.5,3,302926,2614,2614,NA,NA,12
"ENSUMAG00000020537"," CARMIL1","ENSUMAG00000020537",103665031,"protein_coding","Polar bear","KK498605.1",18.413894,"capping protein regulator and myosin 1 linker 1 [Source:NCBI gene;Acc:103665031]",43.92,2,197781,3946,4574,56,516,36
"ENSUMAG00000019569"," USP37","ENSUMAG00000019569",103662763,"protein_coding","Polar bear","KK498593.1",18.632655,"ubiquitin specific peptidase 37 [Source:NCBI gene;Acc:103662763]",37.21,2,68640,2898,2898,NA,NA,24
"ENSUMAG00000018730"," RELN","ENSUMAG00000018730",103674717,"protein_coding","Polar bear","KK498685.1",18.7032,"reelin [Source:NCBI gene;Acc:103674717]",38.25,3,476238,10274,10274,NA,NA,65
"ENSUMAG00000014685"," CLSTN2","ENSUMAG00000014685",103681639,"protein_coding","Polar bear","KK498530.1",18.720599,"calsyntenin 2 [Source:NCBI gene;Acc:103681639]",49.24,3,138488,2800,2800,NA,NA,16
"ENSUMAG00000019626"," SLC11A1","ENSUMAG00000019626",103662764,"protein_coding","Polar bear","KK498593.1",18.746667,"solute carrier family 11 member 1 [Source:NCBI gene;Acc:103662764]",56.75,2,9709,1584,2742,780,378,14
"ENSUMAG00000020816"," SLC17A2","ENSUMAG00000020816",103665035,"protein_coding","Polar bear","KK498605.1",18.851354,"solute carrier family 17 member 2 [Source:NCBI gene;Acc:103665035]",44.18,1,9965,1437,1437,NA,NA,11
"ENSUMAG00000014184"," SH2D4B","ENSUMAG00000014184",103668037,"protein_coding","Polar bear","KK498624.1",18.855111,"SH2 domain containing 4B [Source:NCBI gene;Acc:103668037]",47.6,1,84303,1320,1320,NA,NA,9
"ENSUMAG00000010087"," PPP2R2B","ENSUMAG00000010087",103663691,"protein_coding","Polar bear","KK498597.1",18.859068,"protein phosphatase 2 regulatory subunit Bbeta [Source:NCBI gene;Acc:103663691]",45.86,3,105514,1355,1355,NA,NA,10
"ENSUMAG00000019767"," TNS1","ENSUMAG00000019767",103662894,"protein_coding","Polar bear","KK498593.1",19.008176,"tensin 1 [Source:NCBI gene;Acc:103662894]",54.78,9,182013,4610,4610,NA,NA,25
"ENSUMAG00000020917"," ","ENSUMAG00000020917",103665047,"protein_coding","Polar bear","KK498605.1",19.01423,"histone H2B type 1 [Source:NCBI gene;Acc:103665047]",63.78,1,381,381,381,NA,NA,1
"ENSUMAG00000002903"," SLC35F1","ENSUMAG00000002903",103663526,"protein_coding","Polar bear","KK498596.1",19.134101,"solute carrier family 35 member F1 [Source:NCBI gene;Acc:103663526]",41.24,2,142315,642,2462,124,1448,7
"ENSUMAG00000020993"," ","ENSUMAG00000020993",103665100,"protein_coding","Polar bear","KK498605.1",19.156626,"histone H2B type 1-N-like [Source:NCBI gene;Acc:103665100]",63.25,1,381,381,381,NA,NA,1
"ENSUMAG00000007146"," ADCK1","ENSUMAG00000007146",103670696,"protein_coding","Polar bear","KK498517.1",19.3358,"aarF domain containing kinase 1 [Source:NCBI gene;Acc:103670696]",49.41,3,117991,1496,2147,58,436,11
"ENSUMAG00000003146"," GRIA1","ENSUMAG00000003146",103664566,"protein_coding","Polar bear","KK498603.1",19.560572,"glutamate ionotropic receptor AMPA type subunit 1 [Source:NCBI gene;Acc:103664566]",42.74,2,294119,2724,2724,NA,NA,16
"ENSUMAG00000008322"," ARHGAP42","ENSUMAG00000008322",103660728,"protein_coding","Polar bear","KK498571.1",19.702855,"Rho GTPase activating protein 42 [Source:NCBI gene;Acc:103660728]",36.92,4,305505,2036,2036,NA,NA,18
"ENSUMAG00000020164"," SMARCAL1","ENSUMAG00000020164",103662779,"protein_coding","Polar bear","KK498593.1",20.33268,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1 [Source:NCBI gene;Acc:103662779]",47.14,1,53490,2883,3012,58,71,16
"ENSUMAG00000015000"," ARMC8","ENSUMAG00000015000",103678677,"protein_coding","Polar bear","KK498530.1",20.73371,"armadillo repeat containing 8 [Source:NCBI gene;Acc:103678677]",38.39,3,105371,1969,4499,623,1907,21
"ENSUMAG00000007535"," IFT43","ENSUMAG00000007535",103670911,"protein_coding","Polar bear","KK498517.1",20.87629,"intraflagellar transport 43 [Source:NCBI gene;Acc:103670911]",47.24,1,79454,624,1100,282,194,9
"ENSUMAG00000002833"," BBS9","ENSUMAG00000002833",103658964,"protein_coding","Polar bear","KK498552.1",21.240064,"Bardet-Biedl syndrome 9 [Source:NCBI gene;Acc:103658964]",36.62,2,415317,2596,3837,364,512,22
"ENSUMAG00000021918"," SWT1","ENSUMAG00000021918",103668721,"protein_coding","Polar bear","KK498516.1",21.582944,"SWT1 RNA endoribonuclease homolog [Source:NCBI gene;Acc:103668721]",37.02,2,112502,2646,3230,42,500,19
"ENSUMAG00000000925"," BARD1","ENSUMAG00000000925",103662899,"protein_coding","Polar bear","KK498593.1",21.690928,"BRCA1 associated RING domain 1 [Source:NCBI gene;Acc:103662899]",38.19,3,67035,1349,1349,NA,NA,9
"ENSUMAG00000021919"," TRMT1L","ENSUMAG00000021919",103668757,"protein_coding","Polar bear","KK498516.1",21.695633,"tRNA methyltransferase 1 like [Source:NCBI gene;Acc:103668757]",36.03,1,43939,2238,3076,304,534,16
"ENSUMAG00000014258"," CCSER2","ENSUMAG00000014258",103667874,"protein_coding","Polar bear","KK498624.1",21.771091,"coiled-coil serine rich protein 2 [Source:NCBI gene;Acc:103667874]",35.61,3,138234,2898,3694,4,792,9
"ENSUMAG00000015086"," STAG1","ENSUMAG00000015086",103678831,"protein_coding","Polar bear","KK498530.1",22.142713,"stromal antigen 1 [Source:NCBI gene;Acc:103678831]",35.42,2,300518,3783,4468,NA,686,32
"ENSUMAG00000021969"," TBC1D31","ENSUMAG00000021969",103661670,"protein_coding","Polar bear","KK498579.1",22.485941,"TBC1 domain family member 31 [Source:NCBI gene;Acc:103661670]",39.85,3,62878,2754,3155,123,214,19
"ENSUMAG00000018709"," WDFY2","ENSUMAG00000018709",103677699,"protein_coding","Polar bear","KK498739.1",22.576629,"WD repeat and FYVE domain containing 2 [Source:NCBI gene;Acc:103677699]",40.93,6,95196,1087,1119,193,NA,12
"ENSUMAG00000015169"," PPP2R3A","ENSUMAG00000015169",103678867,"protein_coding","Polar bear","KK498530.1",22.617908,"protein phosphatase 2 regulatory subunit B''alpha [Source:NCBI gene;Acc:103678867]",37.39,1,156486,3462,3500,38,NA,13
"ENSUMAG00000014265"," GRID1","ENSUMAG00000014265",NA,"protein_coding","Polar bear","KK498624.1",22.67806,"glutamate ionotropic receptor delta type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4575]",43.85,1,112500,1779,1779,NA,NA,8
"ENSUMAG00000011684"," DELE1","ENSUMAG00000011684",103663718,"protein_coding","Polar bear","KK498597.1",22.982036,"DAP3 binding cell death enhancer 1 [Source:NCBI gene;Acc:103663718]",50.6,2,13569,1568,1568,NA,NA,12
"ENSUMAG00000022268"," FER1L6","ENSUMAG00000022268",103661615,"protein_coding","Polar bear","KK498579.1",23.161531,"fer-1 like family member 6 [Source:NCBI gene;Acc:103661615]",45.03,2,111024,5524,5524,NA,NA,38
"ENSUMAG00000024079"," H6PD","ENSUMAG00000024079",103666677,"protein_coding","Polar bear","KK498615.1",23.175331,"hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:NCBI gene;Acc:103666677]",55.8,3,34312,2758,5763,279,3968,6
"ENSUMAG00000009079"," DPF3","ENSUMAG00000009079",103674228,"protein_coding","Polar bear","KK498517.1",23.515828,"double PHD fingers 3 [Source:NCBI gene;Acc:103674228]",47.23,2,243455,1161,1161,NA,NA,10
"ENSUMAG00000014291"," LDB3","ENSUMAG00000014291",103667881,"protein_coding","Polar bear","KK498624.1",23.579788,"LIM domain binding 3 [Source:NCBI gene;Acc:103667881]",54.9,3,60100,1623,2878,23,1232,10
"ENSUMAG00000005406"," ","ENSUMAG00000005406",NA,"protein_coding","Polar bear","KK498509.1",24.679927,"",56.37,2,47446,1329,1329,NA,NA,8
"ENSUMAG00000015566"," FRMPD2","ENSUMAG00000015566",NA,"protein_coding","Polar bear","KK498624.1",24.700104,"FERM and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28572]",48.63,1,79010,3900,3900,NA,NA,30
"ENSUMAG00000015781"," AGPS","ENSUMAG00000015781",103659606,"protein_coding","Polar bear","KK498562.1",24.834275,"alkylglycerone phosphate synthase [Source:NCBI gene;Acc:103659606]",34.84,10,120496,1806,1893,871,NA,20
"ENSUMAG00000015616"," ARHGAP22","ENSUMAG00000015616",103667894,"protein_coding","Polar bear","KK498624.1",24.923889,"Rho GTPase activating protein 22 [Source:NCBI gene;Acc:103667894]",51.48,2,138998,2018,4610,155,2438,8
"ENSUMAG00000005716"," NDUFS4","ENSUMAG00000005716",103664628,"protein_coding","Polar bear","KK498603.1",25.242628,"NADH:ubiquinone oxidoreductase subunit S4 [Source:NCBI gene;Acc:103664628]",35.98,2,113518,538,768,NA,460,5
"ENSUMAG00000009861"," PLEKHD1","ENSUMAG00000009861",103674268,"protein_coding","Polar bear","KK498517.1",26.324906,"pleckstrin homology and coiled-coil domain containing D1 [Source:NCBI gene;Acc:103674268]",54.27,2,19175,1394,1394,NA,NA,12
"ENSUMAG00000006567"," DOCK1","ENSUMAG00000006567",103658181,"protein_coding","Polar bear","KK498509.1",26.353907,"dedicator of cytokinesis 1 [Source:NCBI gene;Acc:103658181]",46.45,10,437646,5075,5075,NA,NA,46
"ENSUMAG00000016121"," ALOX5","ENSUMAG00000016121",103668062,"protein_coding","Polar bear","KK498624.1",26.575254,"arachidonate 5-lipoxygenase [Source:NCBI gene;Acc:103668062]",51.32,4,43054,1714,1714,NA,NA,13
"ENSUMAG00000017634"," NEK11","ENSUMAG00000017634",103679205,"protein_coding","Polar bear","KK498530.1",26.7954,"NIMA related kinase 11 [Source:NCBI gene;Acc:103679205]",40.41,1,241785,1920,2590,100,570,16
"ENSUMAG00000015360"," CYP2J2","ENSUMAG00000015360",103663082,"protein_coding","Polar bear","KK498594.1",26.995943,"cytochrome P450 2J2 [Source:NCBI gene;Acc:103663082]",42.36,1,32851,1509,1859,NA,350,9
"ENSUMAG00000000438"," KCNJ15","ENSUMAG00000000438",103673161,"protein_coding","Polar bear","KK498671.1",27.176496,"potassium inwardly rectifying channel subfamily J member 15 [Source:NCBI gene;Acc:103673161]",51.6,1,1128,1128,1128,NA,NA,1
"ENSUMAG00000009225"," PTPRE","ENSUMAG00000009225",103659517,"protein_coding","Polar bear","KK498509.1",27.24765,"protein tyrosine phosphatase receptor type E [Source:NCBI gene;Acc:103659517]",54.11,10,44426,1923,2097,NA,872,17
"ENSUMAG00000021581"," PAIP2B","ENSUMAG00000021581",103671381,"protein_coding","Polar bear","KK498653.1",27.582164,"poly(A) binding protein interacting protein 2B [Source:NCBI gene;Acc:103671381]",39.43,1,27699,372,666,147,NA,4
"ENSUMAG00000016596"," TRPC7","ENSUMAG00000016596",103663798,"protein_coding","Polar bear","KK498597.1",27.605323,"transient receptor potential cation channel subfamily C member 7 [Source:NCBI gene;Acc:103663798]",45.71,4,140154,2471,2471,NA,NA,11
"ENSUMAG00000017994"," ANKRD28","ENSUMAG00000017994",103679404,"protein_coding","Polar bear","KK498530.1",28.293551,"ankyrin repeat domain 28 [Source:NCBI gene;Acc:103679404]",35.63,1,110423,3252,3252,NA,NA,28
"ENSUMAG00000016509"," RET","ENSUMAG00000016509",103668071,"protein_coding","Polar bear","KK498624.1",28.379627,"proto-oncogene tyrosine-protein kinase receptor Ret-like [Source:NCBI gene;Acc:103668071]",55.44,1,30785,3396,3396,NA,NA,20
"ENSUMAG00000022588"," EXOC6B","ENSUMAG00000022588",103671385,"protein_coding","Polar bear","KK498653.1",28.382213,"exocyst complex component 6B [Source:NCBI gene;Acc:103671385]",37.56,2,568336,2326,2600,NA,274,22
"ENSUMAG00000017330"," MACROH2A1","ENSUMAG00000017330",103663804,"protein_coding","Polar bear","KK498597.1",28.403871,"core histone macro-H2A.1 [Source:NCBI gene;Acc:103663804]",50.77,3,67202,940,1918,32,946,7
"ENSUMAG00000017358"," PCBD2","ENSUMAG00000017358",NA,"protein_coding","Polar bear","KK498597.1",28.813698,"pterin-4 alpha-carbinolamine dehydratase 2 [Source:HGNC Symbol;Acc:HGNC:24474]",42.97,1,49434,480,565,38,47,4
"ENSUMAG00000017361"," TXNDC15","ENSUMAG00000017361",103663807,"protein_coding","Polar bear","KK498597.1",28.866469,"thioredoxin domain containing 15 [Source:NCBI gene;Acc:103663807]",45.58,1,14836,1029,1823,266,528,6
"ENSUMAG00000017669"," SEC24A","ENSUMAG00000017669",103663810,"protein_coding","Polar bear","KK498597.1",29.008103,"SEC24 homolog A, COPII coat complex component [Source:NCBI gene;Acc:103663810]",37.42,1,58780,3303,3771,308,160,23
"ENSUMAG00000017684"," JADE2","ENSUMAG00000017684",103663812,"protein_coding","Polar bear","KK498597.1",29.123431,"jade family PHD finger 2 [Source:NCBI gene;Acc:103663812]",54.72,3,38120,2123,2617,741,NA,10
"ENSUMAG00000017727"," CDKL3","ENSUMAG00000017727",103663814,"protein_coding","Polar bear","KK498597.1",29.285237,"cyclin dependent kinase like 3 [Source:NCBI gene;Acc:103663814]",36.79,1,62460,1812,2613,62,678,13
"ENSUMAG00000017743"," PPP2CA","ENSUMAG00000017743",NA,"protein_coding","Polar bear","KK498597.1",29.414979,"protein phosphatase 2 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9299]",38.36,1,8715,924,924,NA,NA,7
"ENSUMAG00000017791"," TCF7","ENSUMAG00000017791",103663815,"protein_coding","Polar bear","KK498597.1",29.465194,"transcription factor 7 [Source:NCBI gene;Acc:103663815]",56.82,2,30915,932,932,NA,NA,10
"ENSUMAG00000017808"," VDAC1","ENSUMAG00000017808",103663818,"protein_coding","Polar bear","KK498597.1",29.589066,"voltage dependent anion channel 1 [Source:NCBI gene;Acc:103663818]",43.78,1,16316,852,1787,68,867,8
"ENSUMAG00000017851"," FSTL4","ENSUMAG00000017851",103663962,"protein_coding","Polar bear","KK498597.1",29.953109,"follistatin like 4 [Source:NCBI gene;Acc:103663962]",49.8,1,373570,2049,2049,NA,NA,16
"ENSUMAG00000017895"," HSPA4","ENSUMAG00000017895",103663821,"protein_coding","Polar bear","KK498597.1",30.414654,"heat shock protein family A (Hsp70) member 4 [Source:NCBI gene;Acc:103663821]",38.88,2,44599,2463,4539,82,1994,18
"ENSUMAG00000017952"," AFF4","ENSUMAG00000017952",103663825,"protein_coding","Polar bear","KK498597.1",30.544916,"AF4/FMR2 family member 4 [Source:NCBI gene;Acc:103663825]",37.81,3,53881,3342,3342,NA,NA,15
"ENSUMAG00000005897"," TACR1","ENSUMAG00000005897",103671430,"protein_coding","Polar bear","KK498653.1",30.712551,"tachykinin receptor 1 [Source:NCBI gene;Acc:103671430]",41.79,1,140820,1224,1224,NA,NA,5
"ENSUMAG00000010008"," INPP5A","ENSUMAG00000010008",103658509,"protein_coding","Polar bear","KK498509.1",30.900189,"inositol polyphosphate-5-phosphatase A [Source:NCBI gene;Acc:103658509]",57.26,1,171194,1191,2663,59,706,16
"ENSUMAG00000018259"," KCNH8","ENSUMAG00000018259",103679587,"protein_coding","Polar bear","KK498530.1",31.283531,"potassium voltage-gated channel subfamily H member 8 [Source:NCBI gene;Acc:103679587]",38.14,1,359319,3321,3321,NA,NA,16
"ENSUMAG00000002810"," EXOC6","ENSUMAG00000002810",103667961,"protein_coding","Polar bear","KK498624.1",31.466961,"exocyst complex component 6 [Source:NCBI gene;Acc:103667961]",35.49,1,176950,2271,3682,40,1371,21
"ENSUMAG00000002618"," ST8SIA5","ENSUMAG00000002618",NA,"protein_coding","Polar bear","KK498513.1",31.778318,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:17827]",52.85,2,54543,777,777,NA,NA,9
"ENSUMAG00000007612"," FYB1","ENSUMAG00000007612",103664684,"protein_coding","Polar bear","KK498603.1",33.050516,"FYN binding protein 1 [Source:NCBI gene;Acc:103664684]",39.78,2,131858,2172,2469,92,205,14
"ENSUMAG00000002735"," CTIF","ENSUMAG00000002735",103663996,"protein_coding","Polar bear","KK498513.1",33.231447,"cap binding complex dependent translation initiation factor [Source:NCBI gene;Acc:103663996]",52.35,3,284213,1773,5700,73,3781,12
"ENSUMAG00000002779"," LIPG","ENSUMAG00000002779",103665213,"protein_coding","Polar bear","KK498513.1",34.047369,"lipase G, endothelial type [Source:NCBI gene;Acc:103665213]",50.3,2,17363,1348,1348,NA,NA,8
"ENSUMAG00000013779"," PPM1A","ENSUMAG00000013779",103672639,"protein_coding","Polar bear","KK498517.1",34.06969,"protein phosphatase, Mg2+/Mn2+ dependent 1A [Source:NCBI gene;Acc:103672639]",32.97,1,9775,1149,1169,20,NA,5
"ENSUMAG00000014131"," NID2","ENSUMAG00000014131",103674454,"protein_coding","Polar bear","KK498517.1",35.72579,"nidogen 2 [Source:NCBI gene;Acc:103674454]",46.48,10,59093,3795,3795,NA,NA,20
"ENSUMAG00000012885"," AGXT2","ENSUMAG00000012885",103664720,"protein_coding","Polar bear","KK498603.1",36.536644,"alanine--glyoxylate aminotransferase 2 [Source:NCBI gene;Acc:103664720]",45.85,1,31280,1449,1449,NA,NA,14
"ENSUMAG00000019584"," LRRC3B","ENSUMAG00000019584",103679841,"protein_coding","Polar bear","KK498530.1",37.805958,"leucine rich repeat containing 3B [Source:NCBI gene;Acc:103679841]",47.82,1,780,780,780,NA,NA,1
